# q,fq
1.000000000000000000e+00,-1.644233018159866333e-01
1.049999952316284180e+00,-2.189331650733947754e-01
1.100000023841857910e+00,-2.995859682559967041e-01
1.149999976158142090e+00,-3.920446038246154785e-01
1.200000047683715820e+00,-4.820555746555328369e-01
1.250000000000000000e+00,-5.583530664443969727e-01
1.299999952316284180e+00,-6.142215728759765625e-01
1.350000023841857910e+00,-6.478176712989807129e-01
1.399999976158142090e+00,-6.615562438964843750e-01
1.449999928474426270e+00,-6.609289050102233887e-01
1.500000000000000000e+00,-6.531004905700683594e-01
1.549999952316284180e+00,-6.455127596855163574e-01
1.600000023841857910e+00,-6.446467041969299316e-01
1.649999976158142090e+00,-6.550410389900207520e-01
1.699999928474426270e+00,-6.785879731178283691e-01
1.750000000000000000e+00,-7.141872644424438477e-01
1.799999952316284180e+00,-7.578115463256835938e-01
1.849999904632568359e+00,-8.030272126197814941e-01
1.899999976158142090e+00,-8.419811725616455078e-01
1.949999928474426270e+00,-8.667301535606384277e-01
2.000000000000000000e+00,-8.707007765769958496e-01
2.049999952316284180e+00,-8.499658107757568359e-01
2.099999904632568359e+00,-8.039795756340026855e-01
2.149999856948852539e+00,-7.354992032051086426e-01
2.200000047683715820e+00,-6.495997309684753418e-01
2.250000000000000000e+00,-5.519483089447021484e-01
2.299999952316284180e+00,-4.467683434486389160e-01
2.350000143051147461e+00,-3.351066112518310547e-01
2.400000095367431641e+00,-2.140405178070068359e-01
2.450000047683715820e+00,-7.724159210920333862e-02
2.500000000000000000e+00,8.303117007017135620e-02
2.549999952316284180e+00,2.728952169418334961e-01
2.599999904632568359e+00,4.936040639877319336e-01
2.649999856948852539e+00,7.390661835670471191e-01
2.699999809265136719e+00,9.950848817825317383e-01
2.750000000000000000e+00,1.240787863731384277e+00
2.799999952316284180e+00,1.452186107635498047e+00
2.849999904632568359e+00,1.607055306434631348e+00
2.899999856948852539e+00,1.689907431602478027e+00
2.949999809265136719e+00,1.695653915405273438e+00
3.000000000000000000e+00,1.630806326866149902e+00
3.049999952316284180e+00,1.511782169342041016e+00
3.099999904632568359e+00,1.360640883445739746e+00
3.150000095367431641e+00,1.199389338493347168e+00
3.200000047683715820e+00,1.044470667839050293e+00
3.250000000000000000e+00,9.029698967933654785e-01
3.299999952316284180e+00,7.716726660728454590e-01
3.349999904632568359e+00,6.392100453376770020e-01
3.400000095367431641e+00,4.906274974346160889e-01
3.450000047683715820e+00,3.129675984382629395e-01
3.500000000000000000e+00,1.001853644847869873e-01
3.550000190734863281e+00,-1.440848261117935181e-01
3.600000143051147461e+00,-4.067229926586151123e-01
3.650000095367431641e+00,-6.681762337684631348e-01
3.700000047683715820e+00,-9.073598980903625488e-01
3.750000000000000000e+00,-1.106938958168029785e+00
3.799999952316284180e+00,-1.257331013679504395e+00
3.849999904632568359e+00,-1.358273267745971680e+00
3.899999856948852539e+00,-1.417555451393127441e+00
3.950000047683715820e+00,-1.447336435317993164e+00
4.000000000000000000e+00,-1.459300875663757324e+00
4.050000190734863281e+00,-1.460106015205383301e+00
4.099999904632568359e+00,-1.448613762855529785e+00
4.150000095367431641e+00,-1.415765047073364258e+00
4.199999809265136719e+00,-1.347211718559265137e+00
4.250000000000000000e+00,-1.228048801422119141e+00
4.299999713897705078e+00,-1.048345804214477539e+00
4.349999904632568359e+00,-8.079785704612731934e-01
4.399999618530273438e+00,-5.193835496902465820e-01
4.449999809265136719e+00,-2.074011564254760742e-01
4.500000000000000000e+00,9.397923946380615234e-02
4.549999713897705078e+00,3.473676145076751709e-01
4.599999904632568359e+00,5.190973877906799316e-01
4.650000095367431641e+00,5.861622691154479980e-01
4.699999809265136719e+00,5.416162610054016113e-01
4.750000000000000000e+00,3.971581459045410156e-01
4.799999713897705078e+00,1.823625564575195312e-01
4.849999904632568359e+00,-5.939513072371482849e-02
4.900000095367431641e+00,-2.776335179805755615e-01
4.949999809265136719e+00,-4.229125082492828369e-01
5.000000000000000000e+00,-4.549098014831542969e-01
5.050000190734863281e+00,-3.490464389324188232e-01
5.099999904632568359e+00,-1.005042791366577148e-01
5.150000095367431641e+00,2.749732732772827148e-01
5.199999809265136719e+00,7.434707880020141602e-01
5.250000000000000000e+00,1.257955312728881836e+00
5.300000190734863281e+00,1.764905333518981934e+00
5.349999904632568359e+00,2.211406707763671875e+00
5.400000095367431641e+00,2.551525831222534180e+00
5.450000286102294922e+00,2.751094102859497070e+00
5.500000000000000000e+00,2.790536880493164062e+00
5.550000190734863281e+00,2.665658473968505859e+00
5.599999904632568359e+00,2.386689424514770508e+00
5.650000095367431641e+00,1.976088404655456543e+00
5.700000286102294922e+00,1.465547323226928711e+00
5.750000000000000000e+00,8.926511406898498535e-01
5.800000190734863281e+00,2.973562777042388916e-01
5.850000381469726562e+00,-2.813567221164703369e-01
5.900000095367431641e+00,-8.087124228477478027e-01
5.950000286102294922e+00,-1.256916284561157227e+00
6.000000000000000000e+00,-1.607267618179321289e+00
6.050000190734863281e+00,-1.851426005363464355e+00
6.100000381469726562e+00,-1.991501569747924805e+00
6.150000095367431641e+00,-2.039011240005493164e+00
6.199999809265136719e+00,-2.012742996215820312e+00
6.250000000000000000e+00,-1.935885667800903320e+00
6.299999713897705078e+00,-1.832752704620361328e+00
6.349999904632568359e+00,-1.725654363632202148e+00
6.399999618530273438e+00,-1.632168292999267578e+00
6.449999809265136719e+00,-1.563108682632446289e+00
6.500000000000000000e+00,-1.521253228187561035e+00
6.549999713897705078e+00,-1.500886797904968262e+00
6.599999904632568359e+00,-1.488221764564514160e+00
6.650000095367431641e+00,-1.462690591812133789e+00
6.699999809265136719e+00,-1.399308681488037109e+00
6.750000000000000000e+00,-1.272039055824279785e+00
6.799999713897705078e+00,-1.058091878890991211e+00
6.849999904632568359e+00,-7.426186800003051758e-01
6.900000095367431641e+00,-3.231402337551116943e-01
6.949999809265136719e+00,1.873057633638381958e-01
7.000000000000000000e+00,7.592332363128662109e-01
7.050000190734863281e+00,1.348585844039916992e+00
7.099999904632568359e+00,1.901636838912963867e+00
7.150000095367431641e+00,2.362340688705444336e+00
7.199999809265136719e+00,2.680817842483520508e+00
7.250000000000000000e+00,2.821531534194946289e+00
7.300000190734863281e+00,2.769361495971679688e+00
7.349999904632568359e+00,2.532354831695556641e+00
7.400000095367431641e+00,2.140506744384765625e+00
7.450000286102294922e+00,1.640827059745788574e+00
7.500000000000000000e+00,1.089821696281433105e+00
7.550000190734863281e+00,5.447740554809570312e-01
7.599999904632568359e+00,5.577495694160461426e-02
7.650000095367431641e+00,-3.402535617351531982e-01
7.700000286102294922e+00,-6.225697398185729980e-01
7.750000000000000000e+00,-7.865685224533081055e-01
7.800000190734863281e+00,-8.411524891853332520e-01
7.850000381469726562e+00,-8.044915795326232910e-01
7.900000095367431641e+00,-6.993228197097778320e-01
7.950000286102294922e+00,-5.487223863601684570e-01
8.000000000000000000e+00,-3.730990588665008545e-01
8.050000190734863281e+00,-1.886478066444396973e-01
8.100000381469726562e+00,-7.221864536404609680e-03
8.150000572204589844e+00,1.628766357898712158e-01
8.199999809265136719e+00,3.154660463333129883e-01
8.250000000000000000e+00,4.451213479042053223e-01
8.300000190734863281e+00,5.460340380668640137e-01
8.349999427795410156e+00,6.115610599517822266e-01
8.399999618530273438e+00,6.343472003936767578e-01
8.449999809265136719e+00,6.070603132247924805e-01
8.500000000000000000e+00,5.235702991485595703e-01
8.550000190734863281e+00,3.802049458026885986e-01
8.600000381469726562e+00,1.769783943891525269e-01
8.650000572204589844e+00,-8.166129142045974731e-02
8.700000762939453125e+00,-3.865796923637390137e-01
8.750000000000000000e+00,-7.243343591690063477e-01
8.800000190734863281e+00,-1.078068852424621582e+00
8.850000381469726562e+00,-1.428703188896179199e+00
8.900000572204589844e+00,-1.756206989288330078e+00
8.950000762939453125e+00,-2.040705204010009766e+00
9.000000000000000000e+00,-2.263303995132446289e+00
9.050000190734863281e+00,-2.406723260879516602e+00
9.100000381469726562e+00,-2.455739736557006836e+00
9.149999618530273438e+00,-2.397862434387207031e+00
9.199999809265136719e+00,-2.224250078201293945e+00
9.250000000000000000e+00,-1.930999040603637695e+00
9.300000190734863281e+00,-1.520671844482421875e+00
9.350000381469726562e+00,-1.003712534904479980e+00
9.399999618530273438e+00,-3.994899392127990723e-01
9.449999809265136719e+00,2.636989653110504150e-01
9.500000000000000000e+00,9.495151638984680176e-01
9.549999237060546875e+00,1.615871429443359375e+00
9.599999427795410156e+00,2.218229532241821289e+00
9.649999618530273438e+00,2.713538169860839844e+00
9.699999809265136719e+00,3.064548730850219727e+00
9.750000000000000000e+00,3.243843793869018555e+00
9.800000190734863281e+00,3.237164974212646484e+00
9.850000381469726562e+00,3.045597791671752930e+00
9.900000572204589844e+00,2.686349153518676758e+00
9.949999809265136719e+00,2.191801548004150391e+00
1.000000000000000000e+01,1.606837034225463867e+00
1.005000019073486328e+01,9.845462441444396973e-01
1.010000038146972656e+01,3.806053698062896729e-01
1.015000057220458984e+01,-1.529937535524368286e-01
1.019999980926513672e+01,-5.740450024604797363e-01
1.025000000000000000e+01,-8.551006913185119629e-01
1.030000019073486328e+01,-9.864044189453125000e-01
1.034999942779541016e+01,-9.762689471244812012e-01
1.039999961853027344e+01,-8.487852811813354492e-01
1.044999980926513672e+01,-6.392785310745239258e-01
1.050000000000000000e+01,-3.884440958499908447e-01
1.055000019073486328e+01,-1.364362835884094238e-01
1.060000038146972656e+01,8.204213529825210571e-02
1.065000057220458984e+01,2.407595664262771606e-01
1.070000076293945312e+01,3.228054344654083252e-01
1.075000000000000000e+01,3.197494447231292725e-01
1.080000019073486328e+01,2.296664565801620483e-01
1.085000038146972656e+01,5.539515987038612366e-02
1.090000057220458984e+01,-1.965945512056350708e-01
1.095000076293945312e+01,-5.159001946449279785e-01
1.100000000000000000e+01,-8.870097398757934570e-01
1.105000019073486328e+01,-1.287719964981079102e+00
1.110000038146972656e+01,-1.688266873359680176e+00
1.114999961853027344e+01,-2.052026748657226562e+00
1.119999980926513672e+01,-2.338432550430297852e+00
1.125000000000000000e+01,-2.507796525955200195e+00
1.130000019073486328e+01,-2.527500152587890625e+00
1.135000038146972656e+01,-2.378244400024414062e+00
1.139999961853027344e+01,-2.058905124664306641e+00
1.144999980926513672e+01,-1.588859319686889648e+00
1.150000000000000000e+01,-1.006999135017395020e+00
1.154999923706054688e+01,-3.674696385860443115e-01
1.159999942779541016e+01,2.675057053565979004e-01
1.164999961853027344e+01,8.360648155212402344e-01
1.169999980926513672e+01,1.285562038421630859e+00
1.175000000000000000e+01,1.579928278923034668e+00
1.180000019073486328e+01,1.704605817794799805e+00
1.185000038146972656e+01,1.668285250663757324e+00
1.190000057220458984e+01,1.501228809356689453e+00
1.194999980926513672e+01,1.250409722328186035e+00
1.200000000000000000e+01,9.723622798919677734e-01
1.205000019073486328e+01,7.246736884117126465e-01
1.210000038146972656e+01,5.574786663055419922e-01
1.215000057220458984e+01,5.060559511184692383e-01
1.219999980926513672e+01,5.856937766075134277e-01
1.225000000000000000e+01,7.895362973213195801e-01
1.230000019073486328e+01,1.089597582817077637e+00
1.234999942779541016e+01,1.440943002700805664e+00
1.239999961853027344e+01,1.788146018981933594e+00
1.244999980926513672e+01,2.073076009750366211e+00
1.250000000000000000e+01,2.242948770523071289e+00
1.255000019073486328e+01,2.257280111312866211e+00
1.260000038146972656e+01,2.093058347702026367e+00
1.265000057220458984e+01,1.747456431388854980e+00
1.270000076293945312e+01,1.237972259521484375e+00
1.275000000000000000e+01,6.002802252769470215e-01
1.280000019073486328e+01,-1.159008890390396118e-01
1.285000038146972656e+01,-8.520844578742980957e-01
1.290000057220458984e+01,-1.547115206718444824e+00
1.295000076293945312e+01,-2.143346071243286133e+00
1.300000000000000000e+01,-2.592398881912231445e+00
1.305000019073486328e+01,-2.860078096389770508e+00
1.310000038146972656e+01,-2.929917335510253906e+00
1.314999961853027344e+01,-2.805033922195434570e+00
1.319999980926513672e+01,-2.507939338684082031e+00
1.325000000000000000e+01,-2.078161001205444336e+00
1.330000019073486328e+01,-1.567746758460998535e+00
