1729
{'composition': {'Au': 1729}, 'crystal structure': 'bcc', 'shape': 'cube', 'size': 30}
# q,fq
1.000000000000000000e+00,-4.337968826293945312e-01
1.049999952316284180e+00,-5.122206211090087891e-01
1.100000023841857910e+00,-5.240873694419860840e-01
1.149999976158142090e+00,-5.126622915267944336e-01
1.200000047683715820e+00,-5.500258207321166992e-01
1.250000000000000000e+00,-6.123861074447631836e-01
1.299999952316284180e+00,-6.368064880371093750e-01
1.350000023841857910e+00,-6.344027519226074219e-01
1.399999976158142090e+00,-6.598774790763854980e-01
1.449999928474426270e+00,-7.112742066383361816e-01
1.500000000000000000e+00,-7.411495447158813477e-01
1.549999952316284180e+00,-7.452014684677124023e-01
1.600000023841857910e+00,-7.653079628944396973e-01
1.649999976158142090e+00,-8.095147013664245605e-01
1.699999928474426270e+00,-8.397033214569091797e-01
1.750000000000000000e+00,-8.454812765121459961e-01
1.799999952316284180e+00,-8.640119433403015137e-01
1.849999904632568359e+00,-9.056261777877807617e-01
1.899999976158142090e+00,-9.163420796394348145e-01
1.949999928474426270e+00,-8.572573661804199219e-01
2.000000000000000000e+00,-7.807865142822265625e-01
2.049999952316284180e+00,-7.678844332695007324e-01
2.099999904632568359e+00,-8.200201988220214844e-01
2.149999856948852539e+00,-8.757452368736267090e-01
2.200000047683715820e+00,-8.991702198982238770e-01
2.250000000000000000e+00,-9.052639603614807129e-01
2.299999952316284180e+00,-9.234251976013183594e-01
2.350000143051147461e+00,-9.406930804252624512e-01
2.400000095367431641e+00,-9.125503897666931152e-01
2.450000047683715820e+00,-8.689739704132080078e-01
2.500000000000000000e+00,-8.501809835433959961e-01
2.549999952316284180e+00,-7.424417138099670410e-01
2.599999904632568359e+00,-5.224453806877136230e-01
2.649999856948852539e+00,-3.164718151092529297e-01
2.699999809265136719e+00,5.375801324844360352e-01
2.750000000000000000e+00,3.451660633087158203e+00
2.799999952316284180e+00,7.935281753540039062e+00
2.849999904632568359e+00,1.042633533477783203e+01
2.899999856948852539e+00,8.312250137329101562e+00
2.949999809265136719e+00,3.683972835540771484e+00
3.000000000000000000e+00,4.663613438606262207e-01
3.049999952316284180e+00,-4.482445120811462402e-01
3.099999904632568359e+00,-6.858152747154235840e-01
3.150000095367431641e+00,-1.051000475883483887e+00
3.200000047683715820e+00,-1.227856993675231934e+00
3.250000000000000000e+00,-1.239483952522277832e+00
3.299999952316284180e+00,-1.344018220901489258e+00
3.349999904632568359e+00,-1.461660146713256836e+00
3.400000095367431641e+00,-1.485363006591796875e+00
3.450000047683715820e+00,-1.480845332145690918e+00
3.500000000000000000e+00,-1.498503446578979492e+00
3.550000190734863281e+00,-1.557388424873352051e+00
3.600000143051147461e+00,-1.651068568229675293e+00
3.650000095367431641e+00,-1.674950957298278809e+00
3.700000047683715820e+00,-1.574910163879394531e+00
3.750000000000000000e+00,-1.551814794540405273e+00
3.799999952316284180e+00,-1.747790217399597168e+00
3.849999904632568359e+00,-1.740890026092529297e+00
3.899999856948852539e+00,-9.096115231513977051e-01
3.950000047683715820e+00,6.683349013328552246e-01
4.000000000000000000e+00,2.085897922515869141e+00
4.050000190734863281e+00,2.345650434494018555e+00
4.099999904632568359e+00,1.238134860992431641e+00
4.150000095367431641e+00,-4.155685901641845703e-01
4.199999809265136719e+00,-1.569346666336059570e+00
4.250000000000000000e+00,-1.892365694046020508e+00
4.299999713897705078e+00,-1.785961985588073730e+00
4.349999904632568359e+00,-1.757639288902282715e+00
4.399999618530273438e+00,-1.870085000991821289e+00
4.449999809265136719e+00,-1.820351719856262207e+00
4.500000000000000000e+00,-1.594054937362670898e+00
4.549999713897705078e+00,-1.528805494308471680e+00
4.599999904632568359e+00,-1.579792141914367676e+00
4.650000095367431641e+00,-1.391569495201110840e+00
4.699999809265136719e+00,-1.107144594192504883e+00
4.750000000000000000e+00,-7.628898024559020996e-01
4.799999713897705078e+00,9.130724072456359863e-01
4.849999904632568359e+00,4.968006134033203125e+00
4.900000095367431641e+00,9.407092094421386719e+00
4.949999809265136719e+00,1.041932201385498047e+01
5.000000000000000000e+00,7.011726379394531250e+00
5.050000190734863281e+00,2.268518686294555664e+00
5.099999904632568359e+00,-5.813230276107788086e-01
5.150000095367431641e+00,-1.359011054039001465e+00
5.199999809265136719e+00,-1.574968576431274414e+00
5.250000000000000000e+00,-1.888936877250671387e+00
5.300000190734863281e+00,-2.077428579330444336e+00
5.349999904632568359e+00,-2.108838558197021484e+00
5.400000095367431641e+00,-2.115787744522094727e+00
5.450000286102294922e+00,-2.088619470596313477e+00
5.500000000000000000e+00,-2.024669647216796875e+00
5.550000190734863281e+00,-1.629899978637695312e+00
5.599999904632568359e+00,-1.876895129680633545e-01
5.650000095367431641e+00,2.101443529129028320e+00
5.700000286102294922e+00,3.358113050460815430e+00
5.750000000000000000e+00,2.202973365783691406e+00
5.800000190734863281e+00,-1.552474945783615112e-01
5.850000381469726562e+00,-1.676552414894104004e+00
5.900000095367431641e+00,-2.130899190902709961e+00
5.950000286102294922e+00,-2.348628282546997070e+00
6.000000000000000000e+00,-2.400370121002197266e+00
6.050000190734863281e+00,-2.136282205581665039e+00
6.100000381469726562e+00,-2.070902585983276367e+00
6.150000095367431641e+00,-2.393220901489257812e+00
6.199999809265136719e+00,-2.053505420684814453e+00
6.250000000000000000e+00,2.221159189939498901e-01
6.299999713897705078e+00,4.103462696075439453e+00
6.349999904632568359e+00,7.222729206085205078e+00
6.399999618530273438e+00,7.153206825256347656e+00
6.449999809265136719e+00,3.945983886718750000e+00
6.500000000000000000e+00,7.493696361780166626e-02
6.549999713897705078e+00,-2.162095308303833008e+00
6.599999904632568359e+00,-2.547655582427978516e+00
6.650000095367431641e+00,-2.332180261611938477e+00
6.699999809265136719e+00,-2.428328037261962891e+00
6.750000000000000000e+00,-2.676920413970947266e+00
6.799999713897705078e+00,-2.638292551040649414e+00
6.849999904632568359e+00,-2.176331520080566406e+00
6.900000095367431641e+00,-1.261449933052062988e+00
6.949999809265136719e+00,-2.962968647480010986e-01
7.000000000000000000e+00,-1.854131370782852173e-01
7.050000190734863281e+00,-1.054270148277282715e+00
7.099999904632568359e+00,-2.010686874389648438e+00
7.150000095367431641e+00,-2.532385110855102539e+00
7.199999809265136719e+00,-2.618355751037597656e+00
7.250000000000000000e+00,-2.257786035537719727e+00
7.300000190734863281e+00,-1.878943085670471191e+00
7.349999904632568359e+00,-1.604132294654846191e+00
7.400000095367431641e+00,2.963993847370147705e-01
7.450000286102294922e+00,5.468996047973632812e+00
7.500000000000000000e+00,1.158376216888427734e+01
7.550000190734863281e+00,1.346837139129638672e+01
